Job_ID,Job_Title,Industry,Location,Work_Type,Experience_Level,Required_Skills,Min_Salary_INR,Max_Salary_INR,Posting_Date
JOB-202826,Social Media Expert,Marketing,Delhi,On-Site,Mid-Level,Digital Marketing,1072506,1527477,2026-05-26
JOB-202827,Product Manager,IT & Tech,Chennai,Hybrid,Lead,"Java, Spring Boot",2557354,3717161,2026-01-11
JOB-202828,Healthcare Administrator,Healthcare,Noida,On-Site,Executive,"Bioinformatics, Python",2780228,3637037,2026-02-04
JOB-202829,Healthcare Administrator,Healthcare,Delhi,On-Site,Executive,"Bioinformatics, Python",2522085,3272932,2026-03-31
JOB-202830,Product Manager,IT & Tech,Noida,On-Site,Senior,"React, Node.js",1601200,2004454,2026-01-20
JOB-202831,Cybersecurity Analyst,IT & Tech,Gurugram,Remote,Lead,"SQL, Tableau, Power BI",2262823,3147553,2026-05-30
JOB-202832,Bioinformatics Scientist,Healthcare,Pune,Remote,Senior,Hospital Administration,1387456,1984385,2026-05-21
JOB-202833,Healthcare Administrator,Healthcare,Hyderabad,On-Site,Executive,"Bioinformatics, Python",2872374,3851085,2026-05-07
JOB-202834,Content Strategist,Marketing,Delhi,On-Site,Mid-Level,Digital Marketing,1204808,1722594,2026-05-13
JOB-202835,SEO Specialist,Marketing,Pune,On-Site,Executive,"SEO, Google Analytics",2741439,3564734,2026-05-15
JOB-202836,Financial Analyst,Finance,Hyderabad,Hybrid,Lead,"Accounting, Tally",2112359,3002975,2026-01-23
JOB-202837,DevOps Engineer,IT & Tech,Delhi,On-Site,Senior,"Cybersecurity, Network",2216675,3188295,2026-02-17
JOB-202838,Bioinformatics Scientist,Healthcare,Delhi,Remote,Executive,"Bioinformatics, Python",2921657,3878766,2026-03-20
JOB-202839,SEO Specialist,Marketing,Noida,Remote,Entry-Level,Digital Marketing,663021,953709,2026-01-04
JOB-202840,Financial Analyst,Finance,Hyderabad,Remote,Entry-Level,Investment Analysis,805243,1161687,2026-05-03
JOB-202841,Accountant,Finance,Chennai,Remote,Mid-Level,Risk Assessment,1131378,1689695,2026-03-03
JOB-202842,Accountant,Finance,Pune,On-Site,Senior,"Accounting, Tally",1625015,2052839,2026-01-15
JOB-202843,Risk Manager,Finance,Noida,On-Site,Entry-Level,"Accounting, Tally",624864,800033,2026-01-07
JOB-202844,Bioinformatics Scientist,Healthcare,Hyderabad,Remote,Lead,"Healthcare Data, SQL",2092928,2762188,2026-05-13
JOB-202845,Investment Banker,Finance,Delhi,Remote,Senior,Investment Analysis,1303971,1664756,2026-01-19
JOB-202846,Cloud Architect,IT & Tech,Gurugram,Remote,Senior,"SQL, Tableau, Power BI",2238675,3310780,2026-03-04
JOB-202847,Cloud Architect,IT & Tech,Hyderabad,On-Site,Entry-Level,"Python, SQL",1411283,2034156,2026-05-10
JOB-202848,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Executive,"Bioinformatics, Python",2990417,4322572,2026-02-02
JOB-202849,Financial Analyst,Finance,Noida,On-Site,Executive,Investment Analysis,3182022,4068475,2026-01-22
JOB-202850,Social Media Expert,Marketing,Pune,Remote,Entry-Level,Content Writing,682472,928760,2026-04-14
JOB-202851,Clinical Data Analyst,Healthcare,Noida,Hybrid,Mid-Level,"Healthcare Data, SQL",1286543,1639914,2026-04-28
JOB-202852,Cloud Architect,IT & Tech,Noida,On-Site,Senior,"AWS, Docker",2110173,2594428,2026-05-17
JOB-202853,Clinical Data Analyst,Healthcare,Delhi,Remote,Mid-Level,"Healthcare Data, SQL",1230276,1664968,2026-05-10
JOB-202854,SEO Specialist,Marketing,Noida,On-Site,Senior,"SEO, Google Analytics",1601063,2171915,2026-04-25
JOB-202855,Clinical Data Analyst,Healthcare,Delhi,On-Site,Senior,"Bioinformatics, Python",1710154,2415491,2026-04-18
JOB-202856,Healthcare Administrator,Healthcare,Hyderabad,Remote,Senior,"Bioinformatics, Python",1668225,2415007,2026-04-04
JOB-202857,SEO Specialist,Marketing,Hyderabad,Remote,Lead,"SEO, Google Analytics",1663297,2345967,2026-05-23
JOB-202858,Investment Banker,Finance,Pune,Hybrid,Senior,Investment Analysis,1924864,2669213,2026-01-06
JOB-202859,Social Media Expert,Marketing,Noida,Hybrid,Entry-Level,Content Writing,621653,862443,2026-04-11
JOB-202860,Marketing Manager,Marketing,Pune,Remote,Entry-Level,Social Media Management,353629,479355,2026-01-02
JOB-202861,Cybersecurity Analyst,IT & Tech,Noida,On-Site,Mid-Level,"AWS, Docker",1329525,1755019,2026-01-07
JOB-202862,Cybersecurity Analyst,IT & Tech,Gurugram,Remote,Mid-Level,"Python, Machine Learning",1281196,1551450,2026-04-13
JOB-202863,Cybersecurity Analyst,IT & Tech,Chennai,Hybrid,Entry-Level,"Java, Spring Boot",1347377,1957640,2026-04-26
JOB-202864,Social Media Expert,Marketing,Gurugram,Hybrid,Lead,Social Media Management,1820425,2228609,2026-05-02
JOB-202865,Cloud Architect,IT & Tech,Bengaluru,On-Site,Executive,"SQL, Tableau, Power BI",3352467,4237604,2026-05-01
JOB-202866,Financial Analyst,Finance,Bengaluru,Remote,Executive,"Accounting, Tally",2510617,3251495,2026-05-04
JOB-202867,Software Engineer,IT & Tech,Gurugram,On-Site,Mid-Level,"Python, SQL",1126014,1489614,2026-03-29
JOB-202868,Healthcare Administrator,Healthcare,Hyderabad,Hybrid,Senior,"Healthcare Data, SQL",1470323,2080364,2026-05-23
JOB-202869,Product Manager,IT & Tech,Delhi,Remote,Entry-Level,"Python, Machine Learning",1029531,1237458,2026-05-17
JOB-202870,Investment Banker,Finance,Noida,Remote,Lead,Investment Analysis,2245760,3005524,2026-01-16
JOB-202871,Content Strategist,Marketing,Noida,Hybrid,Lead,Social Media Management,1601704,2251879,2026-04-15
JOB-202872,Clinical Data Analyst,Healthcare,Bengaluru,On-Site,Mid-Level,"Healthcare Data, SQL",1326173,1858732,2026-03-18
JOB-202873,Product Manager,IT & Tech,Mumbai,Remote,Mid-Level,"Cybersecurity, Network",1019284,1518294,2026-01-09
JOB-202874,Clinical Data Analyst,Healthcare,Bengaluru,Remote,Senior,"Bioinformatics, Python",1481311,2137690,2026-05-21
JOB-202875,Clinical Data Analyst,Healthcare,Noida,On-Site,Entry-Level,"Bioinformatics, Python",571511,760093,2026-01-12
JOB-202876,Content Strategist,Marketing,Noida,Remote,Entry-Level,Social Media Management,646378,862000,2026-01-29
JOB-202877,Software Engineer,IT & Tech,Gurugram,Hybrid,Mid-Level,"AWS, Docker",1683077,2207750,2026-05-07
JOB-202878,Healthcare Administrator,Healthcare,Gurugram,On-Site,Executive,"Healthcare Data, SQL",2711164,3640072,2026-04-15
JOB-202879,SEO Specialist,Marketing,Delhi,Hybrid,Entry-Level,Social Media Management,615544,909024,2026-04-15
JOB-202880,Investment Banker,Finance,Mumbai,On-Site,Senior,Risk Assessment,1613866,2273546,2026-03-20
JOB-202881,Clinical Data Analyst,Healthcare,Hyderabad,Remote,Senior,"Healthcare Data, SQL",1420937,2031421,2026-03-19
JOB-202882,Social Media Expert,Marketing,Bengaluru,Remote,Senior,"SEO, Google Analytics",1260670,1786683,2026-04-02
JOB-202883,Cloud Architect,IT & Tech,Mumbai,Hybrid,Mid-Level,"AWS, Docker",1679796,2352350,2026-04-14
JOB-202884,Healthcare Administrator,Healthcare,Gurugram,On-Site,Executive,"Healthcare Data, SQL",2951417,3711865,2026-05-07
JOB-202885,Data Scientist,IT & Tech,Mumbai,Remote,Senior,"Java, Spring Boot",1620512,2263906,2026-04-22
JOB-202886,Bioinformatics Scientist,Healthcare,Noida,Remote,Mid-Level,"Healthcare Data, SQL",1265804,1844297,2026-04-04
JOB-202887,Clinical Data Analyst,Healthcare,Bengaluru,On-Site,Mid-Level,"Bioinformatics, Python",1318801,1909298,2026-02-07
JOB-202888,Cybersecurity Analyst,IT & Tech,Bengaluru,Hybrid,Mid-Level,"AWS, Docker",1745114,2550128,2026-04-10
JOB-202889,Financial Analyst,Finance,Mumbai,On-Site,Mid-Level,"Accounting, Tally",1557719,2153433,2026-03-20
JOB-202890,Content Strategist,Marketing,Hyderabad,On-Site,Entry-Level,Digital Marketing,411298,586400,2026-03-22
JOB-202891,Social Media Expert,Marketing,Gurugram,On-Site,Senior,Content Writing,1250184,1756836,2026-03-30
JOB-202892,Clinical Data Analyst,Healthcare,Bengaluru,Remote,Entry-Level,"Healthcare Data, SQL",585237,822029,2026-05-11
JOB-202893,Social Media Expert,Marketing,Bengaluru,Hybrid,Entry-Level,Content Writing,886466,1125680,2026-04-27
JOB-202894,Content Strategist,Marketing,Bengaluru,Hybrid,Senior,Social Media Management,1238473,1647513,2026-04-26
JOB-202895,SEO Specialist,Marketing,Gurugram,Remote,Executive,"SEO, Google Analytics",2602643,3213051,2026-03-16
JOB-202896,Risk Manager,Finance,Chennai,On-Site,Executive,"Accounting, Tally",3087741,3938399,2026-03-19
JOB-202897,Bioinformatics Scientist,Healthcare,Gurugram,Hybrid,Mid-Level,Hospital Administration,1347191,1690735,2026-03-16
JOB-202898,Social Media Expert,Marketing,Delhi,On-Site,Lead,Digital Marketing,1931321,2855220,2026-03-15
JOB-202899,Marketing Manager,Marketing,Hyderabad,Remote,Entry-Level,Social Media Management,367017,442415,2026-03-12
JOB-202900,Data Scientist,IT & Tech,Pune,Remote,Entry-Level,"Cybersecurity, Network",1342477,1638914,2026-02-21
JOB-202901,Clinical Data Analyst,Healthcare,Noida,Hybrid,Entry-Level,"Healthcare Data, SQL",876705,1132769,2026-04-30
JOB-202902,Risk Manager,Finance,Chennai,Remote,Entry-Level,Investment Analysis,644309,794350,2026-03-10
JOB-202903,SEO Specialist,Marketing,Mumbai,Remote,Executive,"SEO, Google Analytics",2524794,3319668,2026-03-15
JOB-202904,Bioinformatics Scientist,Healthcare,Pune,Remote,Lead,"Healthcare Data, SQL",1943678,2793988,2026-02-17
JOB-202905,Social Media Expert,Marketing,Gurugram,On-Site,Executive,"SEO, Google Analytics",2574172,3736642,2026-04-16
JOB-202906,Bioinformatics Scientist,Healthcare,Pune,Remote,Lead,"Bioinformatics, Python",1914869,2346333,2026-01-30
JOB-202907,Marketing Manager,Marketing,Noida,On-Site,Entry-Level,Social Media Management,534159,791627,2026-05-09
JOB-202908,Accountant,Finance,Hyderabad,Remote,Executive,Risk Assessment,2566429,3505334,2026-02-24
JOB-202909,Accountant,Finance,Mumbai,Remote,Executive,"Financial Modeling, Excel",2772172,3979873,2026-03-25
JOB-202910,Clinical Data Analyst,Healthcare,Pune,On-Site,Entry-Level,"Bioinformatics, Python",734635,973663,2026-04-08
JOB-202911,Content Strategist,Marketing,Noida,Hybrid,Entry-Level,Content Writing,657287,983877,2026-03-21
JOB-202912,Data Scientist,IT & Tech,Delhi,Hybrid,Entry-Level,"AWS, Docker",1491598,2218371,2026-03-21
JOB-202913,Investment Banker,Finance,Mumbai,On-Site,Senior,"Accounting, Tally",1508768,2203622,2026-01-24
JOB-202914,Investment Banker,Finance,Pune,Hybrid,Lead,"Financial Modeling, Excel",1797318,2614374,2026-04-20
JOB-202915,Risk Manager,Finance,Gurugram,Hybrid,Executive,Risk Assessment,2691312,3508501,2026-04-18
JOB-202916,Social Media Expert,Marketing,Chennai,Remote,Entry-Level,"SEO, Google Analytics",708720,908224,2026-04-14
JOB-202917,Marketing Manager,Marketing,Gurugram,Hybrid,Senior,Digital Marketing,1526902,1868181,2026-04-27
JOB-202918,Healthcare Administrator,Healthcare,Mumbai,Hybrid,Entry-Level,"Bioinformatics, Python",671691,910723,2026-01-25
JOB-202919,Clinical Data Analyst,Healthcare,Bengaluru,Remote,Senior,"Healthcare Data, SQL",1696769,2405650,2026-02-28
JOB-202920,Social Media Expert,Marketing,Mumbai,Hybrid,Mid-Level,Social Media Management,1226623,1744947,2026-02-17
JOB-202921,Software Engineer,IT & Tech,Mumbai,Remote,Senior,"Java, Spring Boot",2166098,2826713,2026-05-12
JOB-202922,Content Strategist,Marketing,Pune,On-Site,Lead,Content Writing,1957865,2847512,2026-05-31
JOB-202923,Clinical Data Analyst,Healthcare,Gurugram,Remote,Mid-Level,Hospital Administration,1327139,1835944,2026-05-05
JOB-202924,Clinical Data Analyst,Healthcare,Chennai,On-Site,Entry-Level,Hospital Administration,892045,1112989,2026-03-18
JOB-202925,Cloud Architect,IT & Tech,Noida,On-Site,Executive,"SQL, Tableau, Power BI",3464318,4954922,2026-04-25
JOB-202926,Accountant,Finance,Noida,On-Site,Mid-Level,"Accounting, Tally",1549747,1969734,2026-01-11
JOB-202927,Content Strategist,Marketing,Mumbai,On-Site,Senior,Digital Marketing,1506984,2167326,2026-05-23
JOB-202928,SEO Specialist,Marketing,Hyderabad,Remote,Entry-Level,Digital Marketing,630660,800377,2026-03-29
JOB-202929,Content Strategist,Marketing,Gurugram,Remote,Mid-Level,"SEO, Google Analytics",938026,1239548,2026-02-20
JOB-202930,Product Manager,IT & Tech,Delhi,On-Site,Mid-Level,"SQL, Tableau, Power BI",1195735,1547256,2026-04-12
JOB-202931,Cybersecurity Analyst,IT & Tech,Mumbai,Hybrid,Mid-Level,"Java, Spring Boot",1364051,1685582,2026-05-13
JOB-202932,Cybersecurity Analyst,IT & Tech,Noida,Hybrid,Lead,"Python, SQL",2597716,3828776,2026-04-24
JOB-202933,Data Scientist,IT & Tech,Gurugram,Hybrid,Mid-Level,"Cybersecurity, Network",1372924,2048906,2026-02-12
JOB-202934,Marketing Manager,Marketing,Pune,On-Site,Senior,"SEO, Google Analytics",1640034,2319241,2026-02-13
JOB-202935,Product Manager,IT & Tech,Gurugram,On-Site,Entry-Level,"Cybersecurity, Network",883572,1076663,2026-04-15
JOB-202936,Financial Analyst,Finance,Noida,Hybrid,Entry-Level,"Accounting, Tally",1182937,1633109,2026-05-06
JOB-202937,Clinical Data Analyst,Healthcare,Gurugram,On-Site,Mid-Level,"Bioinformatics, Python",1055175,1433646,2026-01-11
JOB-202938,Financial Analyst,Finance,Bengaluru,Hybrid,Senior,Investment Analysis,1629991,2354696,2026-05-27
JOB-202939,Software Engineer,IT & Tech,Gurugram,Remote,Senior,"Python, SQL",2217836,3000363,2026-03-23
JOB-202940,Clinical Data Analyst,Healthcare,Noida,Remote,Executive,"Bioinformatics, Python",2502639,3279934,2026-01-08
JOB-202941,SEO Specialist,Marketing,Hyderabad,Hybrid,Executive,Content Writing,2897352,3658347,2026-04-07
JOB-202942,SEO Specialist,Marketing,Gurugram,On-Site,Senior,Content Writing,1216185,1531057,2026-01-16
JOB-202943,Social Media Expert,Marketing,Delhi,Hybrid,Entry-Level,Social Media Management,548982,821928,2026-01-29
JOB-202944,Cloud Architect,IT & Tech,Delhi,Hybrid,Senior,"Python, Machine Learning",2121815,2584148,2026-03-30
JOB-202945,SEO Specialist,Marketing,Mumbai,Hybrid,Executive,"SEO, Google Analytics",2825709,3427454,2026-05-02
JOB-202946,Social Media Expert,Marketing,Gurugram,Hybrid,Lead,"SEO, Google Analytics",1741966,2134650,2026-04-26
JOB-202947,Marketing Manager,Marketing,Chennai,Hybrid,Lead,Social Media Management,2015963,2944539,2026-01-03
JOB-202948,Clinical Data Analyst,Healthcare,Gurugram,Hybrid,Mid-Level,Hospital Administration,1127576,1669358,2026-04-15
JOB-202949,Software Engineer,IT & Tech,Mumbai,Hybrid,Executive,"Cybersecurity, Network",3422050,4455284,2026-03-08
JOB-202950,Social Media Expert,Marketing,Chennai,Hybrid,Entry-Level,"SEO, Google Analytics",402631,539460,2026-04-28
JOB-202951,DevOps Engineer,IT & Tech,Gurugram,Remote,Executive,"Python, Machine Learning",2906266,4122932,2026-04-15
JOB-202952,Data Scientist,IT & Tech,Pune,Remote,Lead,"React, Node.js",2397783,3352852,2026-01-07
JOB-202953,Cloud Architect,IT & Tech,Noida,Remote,Executive,"React, Node.js",2722529,3350929,2026-03-14
JOB-202954,Cloud Architect,IT & Tech,Noida,Hybrid,Senior,"Python, SQL",1783155,2200830,2026-01-28
JOB-202955,Data Scientist,IT & Tech,Pune,Remote,Executive,"Python, Machine Learning",2813038,3823194,2026-05-17
JOB-202956,Healthcare Administrator,Healthcare,Gurugram,Remote,Executive,Hospital Administration,2762084,3847304,2026-01-22
JOB-202957,Data Scientist,IT & Tech,Gurugram,Remote,Entry-Level,"AWS, Docker",1066662,1599271,2026-04-04
JOB-202958,Software Engineer,IT & Tech,Bengaluru,Remote,Entry-Level,"React, Node.js",1070301,1320601,2026-02-25
JOB-202959,Bioinformatics Scientist,Healthcare,Hyderabad,On-Site,Lead,"Healthcare Data, SQL",2044574,2632366,2026-01-27
JOB-202960,Marketing Manager,Marketing,Delhi,Remote,Senior,Social Media Management,1474924,1823261,2026-02-04
JOB-202961,Social Media Expert,Marketing,Gurugram,Remote,Entry-Level,Digital Marketing,433963,573274,2026-03-11
JOB-202962,Cybersecurity Analyst,IT & Tech,Bengaluru,Remote,Entry-Level,"Python, SQL",784901,1045324,2026-04-10
JOB-202963,Software Engineer,IT & Tech,Gurugram,On-Site,Executive,"Python, Machine Learning",2873991,4010608,2026-02-04
JOB-202964,Marketing Manager,Marketing,Noida,Hybrid,Senior,Digital Marketing,1676380,2229296,2026-05-05
JOB-202965,Clinical Data Analyst,Healthcare,Pune,Hybrid,Senior,Hospital Administration,1603784,2284817,2026-03-14
JOB-202966,Software Engineer,IT & Tech,Bengaluru,Remote,Lead,"Cybersecurity, Network",2415688,3038523,2026-03-18
JOB-202967,SEO Specialist,Marketing,Hyderabad,Remote,Lead,Digital Marketing,1625138,2401702,2026-05-06
JOB-202968,Healthcare Administrator,Healthcare,Pune,Remote,Mid-Level,Hospital Administration,1311084,1598887,2026-02-08
JOB-202969,Marketing Manager,Marketing,Pune,Hybrid,Executive,Content Writing,2424568,2946582,2026-05-09
JOB-202970,Investment Banker,Finance,Chennai,On-Site,Entry-Level,Risk Assessment,682635,944675,2026-05-13
JOB-202971,Product Manager,IT & Tech,Chennai,Remote,Senior,"Python, Machine Learning",1690532,2458032,2026-01-07
JOB-202972,Social Media Expert,Marketing,Gurugram,Remote,Lead,Content Writing,1927716,2636830,2026-03-16
JOB-202973,Content Strategist,Marketing,Hyderabad,On-Site,Entry-Level,"SEO, Google Analytics",544777,663527,2026-01-07
JOB-202974,Bioinformatics Scientist,Healthcare,Noida,Hybrid,Executive,Hospital Administration,2673702,3505169,2026-02-21
JOB-202975,Data Scientist,IT & Tech,Pune,On-Site,Lead,"React, Node.js",2244357,2869471,2026-01-08
JOB-202976,Investment Banker,Finance,Delhi,Remote,Executive,"Financial Modeling, Excel",2808107,4164766,2026-04-05
JOB-202977,Financial Analyst,Finance,Delhi,Remote,Senior,Risk Assessment,1289153,1634271,2026-02-19
JOB-202978,SEO Specialist,Marketing,Chennai,Hybrid,Executive,"SEO, Google Analytics",2683680,3797774,2026-03-26
JOB-202979,Clinical Data Analyst,Healthcare,Mumbai,Hybrid,Senior,"Healthcare Data, SQL",1779719,2161735,2026-04-07
JOB-202980,Marketing Manager,Marketing,Chennai,On-Site,Executive,Social Media Management,2822985,3731863,2026-03-20
JOB-202981,Content Strategist,Marketing,Mumbai,On-Site,Entry-Level,"SEO, Google Analytics",605826,800964,2026-01-23
JOB-202982,Social Media Expert,Marketing,Noida,Hybrid,Senior,Digital Marketing,1205036,1798515,2026-05-13
JOB-202983,Bioinformatics Scientist,Healthcare,Hyderabad,Hybrid,Senior,Hospital Administration,1769735,2497848,2026-01-12
JOB-202984,Bioinformatics Scientist,Healthcare,Noida,Remote,Entry-Level,Hospital Administration,878076,1205733,2026-05-11
JOB-202985,Content Strategist,Marketing,Chennai,On-Site,Mid-Level,Content Writing,1296742,1743045,2026-03-31
JOB-202986,Data Scientist,IT & Tech,Noida,On-Site,Mid-Level,"Java, Spring Boot",1222550,1502593,2026-02-26
JOB-202987,Clinical Data Analyst,Healthcare,Pune,Remote,Entry-Level,Hospital Administration,937300,1128167,2026-05-21
JOB-202988,Cybersecurity Analyst,IT & Tech,Delhi,Hybrid,Mid-Level,"Cybersecurity, Network",1190719,1548717,2026-02-02
JOB-202989,SEO Specialist,Marketing,Pune,Remote,Mid-Level,Content Writing,800233,1184787,2026-04-25
JOB-202990,Accountant,Finance,Chennai,On-Site,Entry-Level,"Accounting, Tally",793682,979394,2026-03-21
JOB-202991,Clinical Data Analyst,Healthcare,Hyderabad,On-Site,Entry-Level,"Healthcare Data, SQL",856230,1167154,2026-01-29
JOB-202992,Healthcare Administrator,Healthcare,Gurugram,Hybrid,Entry-Level,Hospital Administration,528823,661173,2026-04-07
JOB-202993,Risk Manager,Finance,Chennai,On-Site,Executive,"Financial Modeling, Excel",3119818,4375379,2026-02-27
JOB-202994,Product Manager,IT & Tech,Delhi,Hybrid,Senior,"React, Node.js",1711335,2183860,2026-04-07
JOB-202995,Clinical Data Analyst,Healthcare,Chennai,Hybrid,Senior,"Healthcare Data, SQL",1635716,2084789,2026-04-27
JOB-202996,Risk Manager,Finance,Pune,On-Site,Senior,Risk Assessment,1324470,1813249,2026-03-04
JOB-202997,Software Engineer,IT & Tech,Chennai,Remote,Executive,"SQL, Tableau, Power BI",2892286,3788699,2026-01-30
JOB-202998,Healthcare Administrator,Healthcare,Delhi,Hybrid,Entry-Level,"Healthcare Data, SQL",704944,992911,2026-01-12
JOB-202999,Content Strategist,Marketing,Bengaluru,Remote,Lead,"SEO, Google Analytics",1884228,2654875,2026-04-11
JOB-203000,Clinical Data Analyst,Healthcare,Gurugram,Remote,Lead,"Bioinformatics, Python",1900970,2314534,2026-03-06
JOB-203001,Investment Banker,Finance,Bengaluru,On-Site,Mid-Level,Risk Assessment,1302100,1696731,2026-03-11
JOB-203002,Software Engineer,IT & Tech,Pune,Remote,Executive,"Java, Spring Boot",3010179,3872518,2026-04-20
